user,connection_id,connection_name,screen_name,status_count,date_created,,
TheArabianClub,2558504066,Charlie,arsalang786,20,10-06-14,,
TheArabianClub,81546480,Adnan #Pak,adnantweetz,52725,11-10-09,,
TheArabianClub,2296706639,richardgill,richardgillbaba,4,22-01-14,,
TheArabianClub,2363745505,Muhammad Saeed,msaeedz,279,27-02-14,,
TheArabianClub,1341340782,Muhammad Naveed,mnaveed7867,160,10-04-13,,
TheArabianClub,2576921970,ali_meherban,alimeherban87,49,19-06-14,,
TheArabianClub,741444110,ahsan,ahsan_1987,0,07-08-12,,
TheArabianClub,2186744593,Moeen Kamdar,moeenkamdar1,5,10-11-13,,
TheArabianClub,2585425849,Muhammad Imran,mmimranss,3,24-06-14,,
TheArabianClub,2586280165,OMAR KHALEEd ,OMARKHALEED3,3,25-06-14,,
TheArabianClub,1349784098,BushraJalal,NurBushra,3,13-04-13,,
TheArabianClub,67591417,Rehan Hyder,RehanHyder,6198,21-08-09,,
TheArabianClub,722147977,Quran.ksu,Quran_ksu,7808,28-07-12,,
TheArabianClub,114990125,Shahood Javed,Shahoodj,354,17-02-10,,
TheArabianClub,53873777,Sheikh Salman Sarwar,SheikhSalman,4545,05-07-09,,
TheArabianClub,817307190,KING MAKER,BiryaniCharsi,5804,11-09-12,,
TheArabianClub,1927258910,Bilingual Nation USA,BilingualNation,469,02-10-13,,
TheArabianClub,420471631,Adeel Shafique Kh,AdeelShafiqueKh,18,24-11-11,,
TheArabianClub,36960918,Dr. Zakiuddin Ahmed,DrZaki,192,01-05-09,,
TheArabianClub,17069683,Abid Ashraf,mabidashraf,653,30-10-08,,
TheArabianClub,40696167,Syed Asim Ali,asim908,260,17-05-09,,
TheArabianClub,421802518,K W Khan Anjas ,Wali_Anjas,36,26-11-11,,
TheArabianClub,1124630904,Yasir Choudhrey,yasirchoudhrey,42,27-01-13,,
TheArabianClub,289649484,Sham Idrees,Shamidrees,36867,29-04-11,,
TheArabianClub,866144131,Abdul Majid,maajee21,34,07-10-12,,
TheArabianClub,140696716,Saad Fazal,saadfazal71,279,06-05-10,,
TheArabianClub,55477495,omerfarooq,farooq25,165,10-07-09,,
TheArabianClub,92794540,Bark,barkteam,3478,26-11-09,,
TheArabianClub,280820832,R J C,rcrookes,284,12-04-11,,
TheArabianClub,1009569506,seth,GalaxyToday,0,14-12-12,,
TheArabianClub,621179818,HIJAMACLINIC  ABU UM,hijamaclinic22,53,28-06-12,,
TheArabianClub,41158319,A. H. Kath,ahkath,37542,19-05-09,,
TheArabianClub,271395721,Atif Mateen,atifmateen_pak,197,24-03-11,,
TheArabianClub,111582987,Saad Jawaid,saadica,104,05-02-10,,
TheArabianClub,1209327438,rameez,RameezAdam,1378,22-02-13,,
TheArabianClub,1316225340,AAMIR HAYAT ANSARI,aamir466,0,30-03-13,,
TheArabianClub,1341104018,cupping specialist,hijamatabbeeb1,32,10-04-13,,
TheArabianClub,1383639206,gul sharif,gul4shan,1,27-04-13,,
TheArabianClub,1413283903,shah faez,shahfaezfz,1,08-05-13,,
TheArabianClub,356839251,??? ???,shahfaez2011,8176,17-08-11,,
TheArabianClub,1399244064,Fahad Arif,Faddish_Frank,1,03-05-13,,
TheArabianClub,126427256,Usman Jamil,Usman5300508,1575,26-03-10,,
TheArabianClub,1439129934,Mansoor,Mansoor83926302,2,18-05-13,,
TheArabianClub,1552930112,akbar hussain marri,akbarhussainmar,3,28-06-13,,
TheArabianClub,1570536222,kashif Tahsin,kashiftahsin,0,05-07-13,,
TheArabianClub,1585507009,Abdul Samie Lakhani,SamieLakhani,12,11-07-13,,
TheArabianClub,1600446908,MUHAMMADFAISAL AKMAL,faysuad,0,17-07-13,,
TheArabianClub,1607968848,Taimur Fazlani,MeTaimur,0,20-07-13,,
TheArabianClub,226074497,Juned Hussain,bathakh,3,13-12-10,,
TheArabianClub,1695736482,Tri-Pack Films Ltd.,TripackFilms,0,24-08-13,,
TheArabianClub,1741513021,aslam iqbal,aslamiqbal4,2,07-09-13,,
TheArabianClub,781837400,nasirvohraa,nasirvohraa_dot,1,26-08-12,,
TheArabianClub,1885861748,MOHAMMAD AZAM MODI,plctechsupport,2,20-09-13,,
TheArabianClub,1944453781,furqan,Furqan1433,1,07-10-13,,
TheArabianClub,1978093675,Syed Umair Nezam,umair_nezam,0,21-10-13,,
TheArabianClub,2158467661,Hussain Wadawala,HussainWadawala,1,27-10-13,,
TheArabianClub,2171988914,Naveed Ghauri,Ghauri78,1,03-11-13,,
TheArabianClub,334141186,Faisal shaikh,Faisalshaikh8,36,12-07-11,,
TheArabianClub,2187925734,kiran,Fatima1993Kiran,0,11-11-13,,
TheArabianClub,10068302,Muneeb Iqbal,muneebiqbal,18471,08-11-07,,
TheArabianClub,2208806052,SALAHUDIN IMRAN RATH,salahudin_73,1,22-11-13,,
TheArabianClub,2197371546,MOHAMMAD IRFAN,MOHAMMA59850279,1,16-11-13,,
TheArabianClub,92791236,ibrahim,ibrahim1953,4,26-11-09,,
TheArabianClub,830506530,Primus Investments,Primus_Invest,78,18-09-12,,
TheArabianClub,1951201915,faisalkhan,faisal_khan84,93,10-10-13,,
TheArabianClub,267374363,Miracle,ccnejaz,0,17-03-11,,
TheArabianClub,2239846235,ZAFAR IQBAL,zafar_zafarsh,0,23-12-13,,
TheArabianClub,421048526,Faisal Khan Sherwani,sherwanifaisal,78,25-11-11,,
TheArabianClub,2286653774,Mujtaba Qamar,mujtabaqamar2,5,11-01-14,,
TheArabianClub,420500270,Capt. Zia Zuberi,ZuberiZia,1,24-11-11,,
TheArabianClub,2329896330,rehan,rehan2703,0,06-02-14,,
TheArabianClub,122093879,Shoaib Qazi,mrshoaib8,461,11-03-10,,
TheArabianClub,234284744,Ashar Noman,nnoman7,133,05-01-11,,
TheArabianClub,2337851550,zahid mahmood,ZahidKharal143,0,11-02-14,,
TheArabianClub,1574811722,Shehzad,pakpolitictweet,1533,07-07-13,,
TheArabianClub,2345150785,iqbalghori,iqbalghori786,1,15-02-14,,
TheArabianClub,23824246,ACTFL,actfl,4636,12-03-09,,
TheArabianClub,1575961508,??????? ???????,edara_arabia,3916,08-07-13,,
TheArabianClub,2196338652,?????? ?????? ,arabiccenter2,1,15-11-13,,
TheArabianClub,145625212,abdul ahad,ahadbaba,9,19-05-10,,
TheArabianClub,1332103310,learn-arabic,learnarabic4,0,06-04-13,,
TheArabianClub,213320362,shaireena hayat,shaireena,72,08-11-10,,
techyahmed,102402613,Lisa Gade,lisagade,6719,06-01-10,,
techyahmed,14778109,MobileTechReview.com,mobiletechrevie,7907,15-05-08,,
techyahmed,95333836,Colt McAnlis,duhroach,2351,08-12-09,,
techyahmed,3304947924,Hyder Khan,ImHyder_Khan,7,03-08-15,,
techyahmed,145261809,Dr Tariq Babar,tariqbabar,581,18-05-10,,
techyahmed,19219699,Romin Irani,iRomin,6544,20-01-09,,
techyahmed,298959564,Reham Khan,RehamKhan1,38928,15-05-11,,
techyahmed,2958823663,Gareeb Aadmi,GareebGuy,975,05-01-15,,
techyahmed,554252009,Real Zaid Hamid,RealZaidHamid_,17128,15-04-12,,
techyahmed,55535009,Shehzad Ghias,Shehzad89,4762,10-07-09,,
techyahmed,312230865,Student Problems,FactsOfSchool,31569,07-06-11,,
techyahmed,1264144244,UrDu PoeTry ShaiRi,WafaPoetry,453,13-03-13,,
techyahmed,22938914,Steve Wozniak,stevewoz,4856,05-03-09,,
techyahmed,14724145,Prasad Narulkar,prasad84,10989,10-05-08,,
techyahmed,73593143,Knowledge,TheKnowledge,22840,12-09-09,,
techyahmed,250517373,ashfaque ahmed,drashfaquem,16,11-02-11,,
techyahmed,2875755510,Chaman Lohana,ChamanLohana,3,25-10-14,,
techyahmed,629097517,Interesting Facts,neverknownfacts,55740,07-07-12,,
techyahmed,43506751,SSGC Official,SSGC_Official,2313,30-05-09,,
techyahmed,539414272,Karachi Alerts™,Khi_Alerts,17868,29-03-12,,
techyahmed,358332790,Karachi_Times,Karachi_Times,22928,20-08-11,,
techyahmed,5838262,Karachi,Karachi,41820,07-05-07,,
techyahmed,40904148,Jean-Baptiste Queru,jbqueru,9090,18-05-09,,
techyahmed,2810023268,Salman Ahmed Memon,salman_ahmed28,0,15-09-14,,
techyahmed,2572945808,Anwar Maqsood,IAnwarMaqsood,1024,17-06-14,,
techyahmed,111554880,Umair Nadeem,u_nade,16,05-02-10,,
techyahmed,30767393,The Quote,thequote,74535,13-04-09,,
techyahmed,20292942,Android and Me,androidandme,20663,07-02-09,,
techyahmed,547471628,Sindh Jobs,sindhjobs1,7460,07-04-12,,
techyahmed,450080693,Friends TV Show,HookedonFriends,17173,30-12-11,,
techyahmed,30271564,matthew perry,MatthewPerry,1290,10-04-09,,
techyahmed,472623389,Courteney Cox,CourteneyCox,5074,24-01-12,,
techyahmed,100964594,IT Jobs Pakistan,it_jobspk,10493,01-01-10,,
techyahmed,97898736,Haris Khan,Hariskhanlodhi,89,19-12-09,,
techyahmed,2349143193,Muneeb Junejo,JunejoMuneeb,1,17-02-14,,
techyahmed,162919949,Irshad Mahmood,GlobalRightPath,1138,05-07-10,,
techyahmed,2453611686,mukaram,mukaram79,0,20-04-14,,
techyahmed,2393879018,Sumair Hamza Baloch,SumairHamza,31,17-03-14,,
techyahmed,492154297,JAAG TV,JaagAlerts,70932,14-02-12,,
techyahmed,94299676,opencv,opencvlibrary,421,03-12-09,,
techyahmed,376286382,OpenCV4Android,OpenCV4Android,16,19-09-11,,
techyahmed,738841621,PC processors,PCprocessors,19463,05-08-12,,
techyahmed,54912663,Hassam Mughal,SwordxKing,62,08-07-09,,
techyahmed,2185700002,Dilawar Mirza,mirza_dx,62,18-11-13,,
techyahmed,495808518,Sindh Speaks,sindhspeaks,6321,18-02-12,,
techyahmed,873665108,Arsalan Mirza,MirzaMirzaxyz,91,11-10-12,,
techyahmed,177817723,INAMULLAH SIMAIR.,SimairInamullah,111,13-08-10,,
techyahmed,816653,TechCrunch,TechCrunch,111851,07-03-07,,
techyahmed,607339430,wajid,abbasi_wajid,3,13-06-12,,
techyahmed,114087487,Usama Ahmed Malik,UsamaAhmed7772,87,14-02-10,,
techyahmed,1613563970,Moez Tahir,moez_tahir,31,23-07-13,,
techyahmed,283605691,Farhan Mehdi,farhanmadhi,211,17-04-11,,
techyahmed,1647811620,Agha Awais,CheAgha,1749,05-08-13,,
techyahmed,194450059,NamasteTV,NamasteAmerica,533,24-09-10,,
techyahmed,3032661,The Quotations Page,quotations,6817,31-03-07,,
techyahmed,1701223519,IRFAN ALI RAO,IRFAN__58,2,26-08-13,,
techyahmed,776739720,Follow,inFo727,15118,24-08-12,,
techyahmed,103255347,Soan Dam of Pakistan,inamre,2123,09-01-10,,
techyahmed,218033373,Raja Bilal,RajaaBilal,60,21-11-10,,
techyahmed,54610518,Mubasher Lucman,mubasherlucman,51329,07-07-09,,
techyahmed,1412914981,Munazza Saleem,Mmmmunazzah,13432,08-05-13,,
techyahmed,213322116,Tech Junkie,techjunkie11,6026,08-11-10,,
techyahmed,1467426300,Awais,awaischodri,678,29-05-13,,
techyahmed,251060309,Dr Shahid Masood,Shahidmasooddr,24146,12-02-11,,
techyahmed,957515360,kapil shardha,KShardha,818,19-11-12,,
techyahmed,127059347,shahzeb khanzada,shazbkhanzdaGEO,3997,28-03-10,,
techyahmed,9959702,Dr. Arif Alvi,ArifAlvi,13501,05-11-07,,
techyahmed,900323424,Eastern Quotes,EasternQuotes,231,23-10-12,,
techyahmed,57617762,Mobilink,Mobilink,22159,17-07-09,,
techyahmed,225780921,Muzamil Hussain,muzamil47,788,12-12-10,,
techyahmed,10191272,Sharon Profis,sharonprofis,14163,13-11-07,,
techyahmed,68769736,Google Tech,GoogleTech,1000,26-08-09,,
techyahmed,14539324,Computerworld,Computerworld,47196,26-04-08,,
techyahmed,56505125,Google Chrome,googlechrome,977,14-07-09,,
techyahmed,15813140,GoogleCloudPlatform,googlecloud,2369,12-08-08,,
techyahmed,814687519,Friends.news,FriendzNews,7571,10-09-12,,
techyahmed,788749952,Sardar Bhatti,LaarNews,5505,29-08-12,,
techyahmed,1249650516,Zulfiqar Junejo,ZJ2410,10,07-03-13,,
techyahmed,608487214,Adil Hussain,adil_hu,3452,15-06-12,,
techyahmed,201885911,Common female,LifeQuoties,6549,13-10-10,,
techyahmed,1372124826,Sindhi Bacho,SindhiBacho,529,22-04-13,,
techyahmed,371427804,Ch Ayyad Asgher,ChAyyadAsgher,99,11-09-11,,
techyahmed,947192262,John Abraham,TheJohnAbraham,342,14-11-12,,
techyahmed,50090898,Google Developers,googledevs,2571,24-06-09,,
techyahmed,448700539,P.,ParkashSays,32807,28-12-11,,
techyahmed,988388479,sikandar ali baloch,SikandaraliAli,23,04-12-12,,
techyahmed,332416000,Zlogixs,Zlogixs,55,10-07-11,,
techyahmed,6070762,PCWorld,pcworld,19995,16-05-07,,
techyahmed,959902472,PSSF,Pssf_pk,817,20-11-12,,
techyahmed,74286565,Microsoft,Microsoft,11240,15-09-09,,
techyahmed,14278336,JavaOne Conference,JavaOneConf,3251,02-04-08,,
techyahmed,14782935,DZone,DZone,45917,15-05-08,,
techyahmed,149516743,Geo English,geonews_english,69911,29-05-10,,
techyahmed,2803191,Intel,intel,7969,29-03-07,,
techyahmed,24741685,Microsoft News,MSFTnews,16485,16-03-09,,
techyahmed,14263778,Saavn,Saavn,5156,31-03-08,,
techyahmed,173886154,The News Tribe,TheNewsTribe,87931,02-08-10,,
techyahmed,15670515,Windows,Windows,188015,31-07-08,,
techyahmed,29573746,BrainyQuote,BrainyQuote,2813,08-04-09,,
techyahmed,67201284,Hidaya Foundation,HidayaUpdates,108,20-08-09,,
techyahmed,150820027,Java Code Geeks,javacodegeeks,30216,02-06-10,,
techyahmed,312523642,Jeev Khatri,jdk_update,2515,07-06-11,,
techyahmed,94163409,Sonakshi Sinha,sonakshisinha,9590,03-12-09,,
techyahmed,20536157,Google,google,7680,11-02-09,,
techyahmed,111615736,Anupama Chopra,anupamachopra,3327,05-02-10,,
techyahmed,900266162,Kashif Ali Vistro,VistroKashif,17,23-10-12,,
techyahmed,297714195,how about no,IoIing,13669,13-05-11,,
techyahmed,18260085,Java Tune,JavaTune,305,20-12-08,,
techyahmed,125485258,Java,java,8038,23-03-10,,
techyahmed,58608554,Java Magazine,Java_Magazine,665,21-07-09,,
techyahmed,382267114,Android,Android,1348,30-09-11,,
techyahmed,93711247,Android Developers,AndroidDev,1340,01-12-09,,
techyahmed,809273,Oracle,Oracle,9828,04-03-07,,
techyahmed,115763683,Official ACM,TheOfficialACM,2243,20-02-10,,
techyahmed,538346232,Sajid,sajidsw,0,27-03-12,,
techyahmed,574792580,Hostel Geel,HostelGeek,505,09-05-12,,
techyahmed,559675462,Google Facts,GoogleFacts,9349,21-04-12,,
techyahmed,76294950,Anupam Kher,AnupamPkher,23098,22-09-09,,
techyahmed,18681139,PRIYANKA,priyankachopra,16232,06-01-09,,
techyahmed,50393960,Bill Gates,BillGates,1839,25-06-09,,
techyahmed,213539531,Hamid Mir,HamidMirGEO,12148,09-11-10,,
techyahmed,364366421,Rana Junaid Ahmad,JunaiddAhmad,1624,29-08-11,,
techyahmed,195703895,Farah Khan,TheFarahKhan,4510,27-09-10,,
techyahmed,148398464,Shahab Junejo,shahabjunejo,312,26-05-10,,
techyahmed,177216419,Muhammad zubair,zubairshaikh50,215,11-08-10,,
techyahmed,99642673,taran adarsh,taran_adarsh,21750,27-12-09,,
techyahmed,210792232,Wasim Akram,wasimakramlive,686,01-11-10,,
techyahmed,86254626,Preity zinta,realpreityzinta,16074,30-10-09,,
techyahmed,122453931,Imran Khan,ImranKhanPTI,3052,13-03-10,,
techyahmed,84352985,fatima bhutto,fbhutto,1789,22-10-09,,
techyahmed,303535030,Maria Memon,Maria_Memon,13885,23-05-11,,
techyahmed,8963722,WIRED Science,WIREDScience,5734,19-09-07,,
techyahmed,102971741,Tahir Umer,tahirrao,16,08-01-10,,
techyahmed,113278275,Boman Irani,bomanirani,5992,11-02-10,,
techyahmed,22256645,Great Minds Quotes,GreatestQuotes,28060,28-02-09,,
techyahmed,563612795,abdul qayoom,ChannaQayoom,6,26-04-12,,
techyahmed,88856792,Aamir Khan,aamir_khan,327,10-11-09,,
techyahmed,132385468,Salman Khan,BeingSalmanKhan,41757,13-04-10,,
techyahmed,25357498,Sharmeen Obaid,sharmeenochinoy,26030,19-03-09,,
techyahmed,417632438,Dilip Kumar,TheDilipKumar,142,21-11-11,,
techyahmed,133880286,Leonardo DiCaprio,LeoDiCaprio,534,17-04-10,,
techyahmed,74416809,Spider Magazine,spidermagazine,1790,15-09-09,,
techyahmed,173093074,Sibghatullah.Turk,sibghatullah89,189,31-07-10,,
techyahmed,487399760,Mehran University,MehranU,790,09-02-12,,
techyahmed,69229721,Ali Zafar,AliZafarsays,8486,27-08-09,,
techyahmed,41097723,Coke Studio,cokestudio,1267,19-05-09,,
techyahmed,41012588,Microsoft Imagine,MSFTImagine,11338,19-05-09,,
techyahmed,97865628,Farhan Akhtar,FarOutAkhtar,4467,19-12-09,,
techyahmed,433368133,Zubair Uddin,zubairshaikh22,48,10-12-11,,
techyahmed,52551600,Jim Carrey,JimCarrey,4170,01-07-09,,
techyahmed,365611413,Jamal Ahmed Bhatti,jamalahmed68,0,31-08-11,,
techyahmed,101311381,Shah Rukh Khan,iamsrk,9223,03-01-10,,
techyahmed,124523822,Qasim Ali,qasim_ali_arain,3,19-03-10,,
techyahmed,57928790,Karan Johar,karanjohar,5321,18-07-09,,
techyahmed,73380670,Ozzy,ozzymemon,130,11-09-09,,
techyahmed,145125358,Amitabh Bachchan,SrBachchan,45196,18-05-10,,
dipalit,860959128,Kadam Shah,kadamshah1,14002,04-10-12,,
dipalit,1459738746,Rahul,RahulReply,21935,26-05-13,,
dipalit,997602998,Kavita Parmar,parmarkavi,19975,08-12-12,,
dipalit,48944680,??,BhumikaShah7,25157,20-06-09,,
dipalit,1358917686,maria wirth,mariawirth1,6665,17-04-13,,
dipalit,2417664044,Mohit sehgal,itsmohitsehgal,29,29-03-14,,
dipalit,247117931,Goddess of Tweets,tweeterellaah,27189,04-02-11,,
dipalit,46399103,Jon Tromans,JonTromans,7004,11-06-09,,
dipalit,300202857,Unmetric,unmetric,6718,17-05-11,,
dipalit,3238219443,Team Blab,blab,3569,06-05-15,,
dipalit,51667942,Shreyas Deshmukh?,shreyshtyle,61551,28-06-09,,
dipalit,567327907,Sarrah Pitaliya,sarrahpitaliya,25211,30-04-12,,
dipalit,130064601,Owais Ahmed,seekme_94,157,06-04-10,,
dipalit,21645908,Jason Burrows,jasoncreation,34382,23-02-09,,
dipalit,33854771,Deep Moni Hazarika,democzar,1253,21-04-09,,
dipalit,437803852,Jenny Bahr,jenny_bahr,800,16-12-11,,
dipalit,3253849170,BizGalz,BizGalz,1392,23-06-15,,
dipalit,102375372,Simon de la Rouviere,twimemachine,389,06-01-10,,
dipalit,321561163,Pritam Kanti Paul,PritamKantiPaul,480,22-06-11,,
dipalit,1933042237,Susan Bennett,SiriouslySusan,438,04-10-13,,
dipalit,843004885,Dhams,dhams34,1740,24-09-12,,
dipalit,1635703381,Josh Muccio,joshmuccio,2236,31-07-13,,
dipalit,3101461301,Steven Zielke,steven_zielke,427,21-03-15,,
dipalit,88614500,Amit Verma,amitverma134,375,09-11-09,,
dipalit,3004426376,Richa Gupta,my_foodstory,796,31-01-15,,
dipalit,171872160,Nilam thakkar,attitudekatt,0,28-07-10,,
dipalit,42570980,Het Shah,hetshah84,11566,26-05-09,,
dipalit,116448602,DearDhruv,DearDhruv,16633,22-02-10,,
dipalit,67871788,Siddharth Chhaya,siddtalks,107170,22-08-09,,
dipalit,2866966670,StayUncle,StayUncle,3834,20-10-14,,
dipalit,3161195564,MedievalReactionsIN,MedievalRxnsIN,194,17-04-15,,
dipalit,785133,Lex Friedman,lexfri,40122,21-02-07,,
dipalit,16120109,Jeff Tan-Ang,jtanang,4101,04-09-08,,
dipalit,1602688531,Nikunj Panchal,nikunjhpanchal,17309,18-07-13,,
dipalit,16610369,Abhishek!,jhootha_hi_sahi,133779,06-10-08,,
dipalit,136479128,rajamouli ss,ssrajamouli,4430,24-04-10,,
dipalit,2397642349,Dr. A.M. Gondane,CPVIndia,4015,19-03-14,,
dipalit,2150984025,Kaajal OV,KaajalOV,26,24-10-13,,
dipalit,367147850,Khushboo Lalani,KhushbooLalani,6617,03-09-11,,
dipalit,239952759,Mohul Ghosh,_mohul,2028,19-01-11,,
dipalit,1467228402,IndiGo,IndiGo6E,54222,29-05-13,,
dipalit,10833892,BlogAdda,blogadda,43620,04-12-07,,
dipalit,2148798403,Blogmint,theblogmint,4420,22-10-13,,
dipalit,102015740,Rohit Varma,rohitvaarma,1635,05-01-10,,
dipalit,966040064,Ritu David,RDConsultingIN,864,23-11-12,,
dipalit,29792543,Ganga Ganapathi,gangapg,131,09-04-09,,
dipalit,127500560,Rafael Patron - SEO,rafaelpatron,7778,29-03-10,,
dipalit,99863260,Sharad,sharaddb,14392,28-12-09,,
dipalit,2785480981,Make in India,makeinindia,3757,02-09-14,,
dipalit,145365155,Ed Leake,EdLeake,7160,19-05-10,,
dipalit,2686770528,Digital India,_DigitalIndia,3470,28-07-14,,
dipalit,262495703,Doyle Buehler,doylebuehler,10630,08-03-11,,
dipalit,167760471,Etienne Arsenault,JETAR9,72158,17-07-10,,
dipalit,98425584,Brett Relander,BrettRelander,78739,21-12-09,,
dipalit,3226165032,All Events India,allevents_India,1463,25-05-15,,
dipalit,56712819,UnBEElievable Health,Unbeelievable,6002,14-07-09,,
dipalit,355784391,Mindfulness Wellness,911well,37973,16-08-11,,
dipalit,83858580,Manish Pandey,join2manish,58763,20-10-09,,
dipalit,96742578,Sohan Jain,sohanjain,11113,14-12-09,,
dipalit,14382367,Shankar Soma,seoshankar,24815,14-04-08,,
dipalit,80327598,Shyam,shyammundhada,2292,06-10-09,,
dipalit,3071183756,Filmipop,Filmipop,477,10-03-15,,
dipalit,629237008,KorraSpirit,korraspirit,10818,07-07-12,,
dipalit,551149727,Urban Slangs,TheUrbanSlangs,49315,11-04-12,,
dipalit,522815856,Cynthia Sanchez,OSPInteresting,6055,13-03-12,,
dipalit,25230813,Dan McDonough, Jr.,danmcdonough,5258,19-03-09,
dipalit,53210455,Darren Kavinoky,DarrenKavinoky,27563,03-07-09,,
dipalit,26600886,Richard Stokes,AdGooroo,967,26-03-09,,
dipalit,14064507,Pooja Kashyap,poojakashyap,7839,01-03-08,,
dipalit,14908780,Roger Dooley,rogerdooley,24052,26-05-08,,
dipalit,260741931,Think with Google,ThinkwithGoogle,1832,04-03-11,,
dipalit,14800619,RJ Frasca,rjfrasca,42174,16-05-08,,
dipalit,1417320948,?????,keetliwado,3830,10-05-13,,
dipalit,18185124,Jeff Bullas,jeffbullas,231958,17-12-08,,
dipalit,56361427,Anandan Pillai,anandan22,31245,13-07-09,,
dipalit,135455934,Falguni Vasavada-Oza,falgunivasavada,17756,21-04-10,,
dipalit,75537173,Sawaram Suthar,sawarams,4464,19-09-09,,
dipalit,2507755848,Uber Ahmedabad,Uber_AHM,841,19-05-14,,
dipalit,3138727082,OnePlus India,OnePlus_IN,6619,04-04-15,,
dipalit,70964355,Rahul Sudeep,RahulSudeep,4055,02-09-09,,
dipalit,30161231,Hemang Rami,hemangrami,3700,10-04-09,,
dipalit,134915140,Nikhil Makwana,nikhil_makwana1,60792,20-04-10,,
dipalit,338880360,Ashvin Patel,Ashvin1351,5570,20-07-11,,
dipalit,232914203,Tweriod,tweriod,2179,01-01-11,,
dipalit,200415607,Mike Roberts,MrobertsOnline,2858,09-10-10,,
dipalit,23535767,Marcos Castro,marcoscastro,71718,10-03-09,,
dipalit,139960419,Marcello Arrambide,Wanderingtradr,60301,04-05-10,,
dipalit,792338988,Maria Winans,MariaWinans,1792,31-08-12,,
dipalit,2502933259,lagharvagharamdavadi,vlvareloaded,25504,18-05-14,,
dipalit,28195764,WSJ Think Tank,WSJThinkTank,24642,02-04-09,,
dipalit,86254626,Preity zinta,realpreityzinta,16074,30-10-09,,
dipalit,1377146544,Lauren Foster,foster_lf,261,24-04-13,,
dipalit,17483121,Ushan Arya,ushanarya,7235,19-11-08,,
dipalit,3163840642,Britannia Pure Magic,UnlockPureMagic,836,13-04-15,,
dipalit,482033870,dineout,dineout_india,3503,03-02-12,,
dipalit,570782809,Gujarat History,GujaratHistory,5947,04-05-12,,
dipalit,1097115182,Bangalore/Sindhu,WeAreBangalore,67742,17-01-13,,
dipalit,14307373,Gaurav Wadekar,gauravwadekar,5933,05-04-08,,
dipalit,119018683,*Professor Gujju*,oye_gujju,261763,02-03-10,,
dipalit,313272270,Shaun Russell,_ShaunRussell,973,08-06-11,,
dipalit,2262141,Dinakaran Rengachary,dinakaran,42088,26-03-07,,
dipalit,62515162,excelisfun,excelisfun,1567,03-08-09,,
dipalit,72644483,The Big Bang Theory,BigBang_CBS,3856,09-09-09,,
dipalit,2817615690,CLOUDKOMPARE,CLOUDKOMPAREIN,202,19-09-14,,
dipalit,162140136,Vivek Tejuja,vivekisms,87604,03-07-10,,
dipalit,3940081,Alyssa Vitrano,avitrano,1715,10-04-07,,
dipalit,2483107118,Pappu Panchatiyo,pappupanchatiyo,8757,08-05-14,,
dipalit,2371121161,Seth Horus,realsethhorus,978,04-03-14,,
dipalit,40607969,Erin Sagin,erinsagin,3234,17-05-09,,
dipalit,41321399,Nishant Patil,NishantTTC,10417,20-05-09,,
dipalit,764428064,Angad Singh Ranyal,PiratedSardar,1626,18-08-12,,
dipalit,356933326,Adthena,adthena,2169,17-08-11,,
dipalit,196614282,Headstrong JC,jennychawla_,6573,29-09-10,,
dipalit,245805311,Sourav Saha,saha_sourav,3827,01-02-11,,
dipalit,19316312,Pam Dyer,pamdyer,8654,22-01-09,,
dipalit,59531743,Binary Baba™ v3.0,0__1,149657,23-07-09,,
dipalit,302053278,Curalate,Curalate,7565,20-05-11,,
dipalit,27501856,Ansoo Gupta,ansoogupta,6048,30-03-09,,
dipalit,17839493,Nakul Shenoy,NakulShenoy,111322,03-12-08,,
dipalit,37168231,SUHEL SETH,suhelseth,24657,02-05-09,,
dipalit,28308775,Harish Bijoor,harishbijoor,1386,02-04-09,,
dipalit,18936284,Shakthi,v_shakthi,323582,13-01-09,,
dipalit,392654856,Wranglerdenims,Wranglerdenims,3559,17-10-11,,
dipalit,341251022,RebelMouse,RebelMouse,25753,24-07-11,,
dipalit,11089002,Asif Anwar,SEOPPCSMM,4460,12-12-07,,
dipalit,16493868,Bryan Kramer,bryankramer,57905,28-09-08,,
dipalit,124767141,Rohan Bhargava,robhargava,1634,20-03-10,,
dipalit,26688109,Jeff Barrett,BarrettAll,43274,26-03-09,,
dipalit,561555771,Sam Owen,SamOwenPPC,2810,24-04-12,,
dipalit,1654768686,Flipboard Club,FlipboardClub,2716,08-08-13,,
dipalit,10342142,Social Network Woman,Donnaantoniadis,8561,18-11-07,,
dipalit,30271564,matthew perry,MatthewPerry,1290,10-04-09,,
dipalit,2729506932,Twinkle Khanna,mrsfunnybones,1919,13-08-14,,
dipalit,214552287,Dr. Khushbu Pandya,Pandya_Khushbu,13306,11-11-10,,
dipalit,15441074,Social Media Today,socialmedia2day,107536,15-07-08,,
dipalit,14328272,Bruce Clay, Inc.,BruceClayInc,12860,08-04-08,
dipalit,25061637,Shyamanta Baruah,Shyamantab,12146,18-03-09,,
dipalit,2289535380,Phil Haslehurst,DecibelPhil,897,13-01-14,,
dipalit,1223840312,Lauren Lanker,ThinkingCloset,3664,27-02-13,,
dipalit,963213337, Disney Quotes ??,DlSNEYQUOTE,883,22-11-12,,
dipalit,2197439803,Britannia Good Day,GoodDayCookies,7168,16-11-13,,
