FR MA 185
FR RE 202
DK NO 177
AT PL 182
DE PL 991
FR CN 377
SG TH 123
FI SE 214
GB FI 173
CH NL 422
AT HR 165
JP DE 427
GB KR 164
LU ES 219
AU KY 135
TW VG 116
FR CL 128
BE ES 230
IT IL 144
VG GB 129
CH ES 313
CH DE 1059
DE JP 444
US DK 496
AT SK 159
FR KR 153
ES IT 437
NL AU 388
GB IL 135
CH IE 182
LU CH 186
US AR 420
DE CH 913
BM CA 266
CH BR 264
CA AU 281
DE IT 866
US RU 443
ES FR 425
JP BR 222
FR TR 150
GB TR 154
FR IN 285
CH CA 332
SG TW 107
DK GB 250
AT RS 130
VG BM 106
FR ID 105
JP FR 231
GB PT 162
FR AU 234
BM FR 138
AT PT 111
CH AT 228
CH TW 124
HK MO 102
JP CA 270
LU CZ 152
US AT 479
PT NL 143
GB RO 157
US VG 372
NL DK 251
SE FR 174
FR MY 108
CA KY 165
FI EE 127
IT NL 355
BE PL 199
NO FI 124
GB HU 142
US PH 250
KY TW 95
FR IL 98
CA BM 179
NO CA 289
GB AR 109
IT US 930
TW KY 94
SG CN 284
SG ID 93
IE US 372
NL CA 473
DK SE 174
US PT 232
MY HK 98
AU BM 122
NO DK 146
FR GP 133
JP BM 90
DE CZ 707
GB CL 110
DE NL 1280
PT ES 323
DE TW 199
NL MX 243
NO HK 89
DE BM 169
BE IT 252
NL BR 311
SG MU 84
NL MY 164
US MU 308
NL GR 155
LU BE 146
BM LU 83
DE HK 267
NO AU 240
NO CH 138
KY CN 271
LU PL 132
IT JP 128
GB CY 158
GB GR 104
HK GB 110
US NZ 260
BM MO 79
BM NL 131
GB PH 97
KY MO 78
CH AU 198
LU HU 90
IT ES 279
JP RU 143
US PE 230
NO IT 159
DE RU 643
FR CO 93
IE NL 141
IN GB 294
CH SE 157
DE SG 268
ES PE 106
LU KY 74
ES US 529
BE HU 92
FR SK 108
ZA BW 90
DK SG 91
NL BM 164
JP AU 142
NO MY 84
IE LU 72
FI RU 154
DE HU 452
MU IN 245
AU JP 102
MY VG 80
GB EG 85
NL KY 194
GB ZW 84
IE IT 106
SE PL 151
NL AR 123
CL AR 76
AU LU 72
IT PL 274
CA TW 102
BM CH 106
FR EG 75
SE HK 88
AT SI 102
ES PA 89
CH RU 178
NL NO 201
FR MU 73
GB PE 84
LU PT 107
IE BM 66
TH KY 65
BE IE 77
BE CZ 100
FI NO 75
NO IL 65
FR LB 67
SE SG 89
JP IT 148
US CZ 299
SE LU 69
ES IE 90
DE CA 392
CY RU 175
ES LU 92
BE US 471
SG JP 72
HK MY 66
IL NL 82
ZA VG 68
AT RU 97
CA FR 116
NL FI 143
NL PT 128
CH BE 179
CA VG 106
AT BG 80
BE RU 118
SE NL 132
BM MY 63
MY KY 65
NL TR 178
AU PG 107
CA CH 129
CA BB 139
IT ET 119
NL RS 84
DE IE 211
KY US 194
US CO 318
DE SE 438
CH VG 112
CA HK 95
GB CO 85
DK HK 67
FI LV 62
LU DK 65
CH MY 90
CH MX 151
BM BR 108
DK FI 73
BE HK 94
CH ZA 121
LU HK 55
JP CH 89
TW HK 54
ES DE 295
IN MU 101
SA JP 67
DE TH 142
ES AT 124
IN SG 136
CH NO 104
FR PH 58
RU NL 73
CN LR 54
ES RO 121
US HU 191
FR QA 56
JP PH 67
BE AT 73
HK TW 52
CH PL 134
CH CZ 107
LU AT 77
DE ZA 264
NL SK 97
NL KR 132
PT AO 59
ZA MU 62
BM SE 64
IT KY 59
NO IN 139
CN KY 95
KY LU 50
VG CY 54
CA NL 146
SE CH 92
US PA 219
NL CN 329
KY BM 49
DE CN 656
CA IE 81
AE KY 61
BE SG 71
AU MY 84
ES PL 130
IT AT 111
AU TW 55
CH FI 88
IT HU 86
AU FR 76
BM AU 127
NO ES 101
CH DK 116
IT DE 343
HK TH 47
FR CI 49
AU IE 67
US GR 147
FR PE 52
DK DE 236
NO NL 120
JP IE 49
JP MX 136
DE BR 378
FR HR 55
FR TN 58
CH HU 88
IT RU 115
GB NG 55
IL GB 69
US PR 114
BE TR 71
VG SG 45
SG AU 115
IL US 163
CA SG 100
NL CL 76
SG IN 98
IE ES 83
LU NO 59
CH TH 73
IE CH 71
IE FR 75
BM LR 43
JP BE 100
US BB 164
CH IL 55
BM CN 211
IT CH 244
CA IT 99
AU IN 103
BE KY 43
CL PE 54
AT UA 61
DE TR 251
NO BR 107
TW US 106
GB MT 54
NL UA 100
CH CL 69
GB NZ 70
NL ZA 166
AU CA 149
DE BE 441
LU BM 41
BE RO 61
GB PA 45
NL TH 106
US EG 138
SE IE 52
KY WS 41
US BS 165
SE BM 56
IT IE 85
BE DE 443
GB LK 51
FR GH 47
NO IE 51
SG US 131
IT SG 84
FR BJ 47
SG PH 39
FR AE 54
GB BH 41
SE DE 277
PT MZ 49
NL ID 82
CL CO 43
AT NL 74
FR DZ 50
FI GB 88
JP IN 147
GB BS 44
QA KY 38
DK BM 40
SI RS 38
FR SN 40
CH CN 241
SE AU 86
FR SI 50
DE IN 271
NO TR 58
IT HK 74
NL CY 94
CZ SK 55
GB KE 48
SE RU 82
FR CM 38
BE PT 64
SE CA 110
IT BR 158
GB AE 61
CA CL 53
HK BS 37
BM TH 37
RU BM 37
NO ZA 65
IT GR 58
NO LU 40
BE BR 99
AU VG 104
LU RO 57
FR PA 39
LU RU 48
CH KR 69
SE AT 71
JP ES 120
AU TH 46
CH RO 101
DE DK 244
NO PL 66
AT CY 58
SE ES 74
CN VG 115
AT CH 102
FR NG 40
QA MH 35
DE ID 100
FI SG 36
ES GT 39
DK NL 91
DE MY 159
FR RS 37
DE FI 148
PT BR 102
PT US 68
DK PL 63
FR BG 47
BM ZA 56
AT GB 93
AU MU 67
DE GR 160
CA LU 66
MY GB 71
DK RU 60
BE TH 45
NL IN 191
BR AR 57
LU SE 49
DE AU 250
JP CL 39
CA BR 109
CY RO 65
US RO 169
CH IN 88
ES CH 92
CA IL 60
TW BM 32
FR TG 37
BE CH 115
LU SG 32
IE KY 32
SE BE 60
BE FI 50
SE EE 43
DE NO 173
GR CY 42
BM NO 41
DE MX 292
GB QA 34
BE NO 43
KY MU 31
FR CY 52
AT LU 41
EE LV 35
HK WS 31
AU DE 175
DE KR 162
FI LT 48
IT MX 85
US NG 89
NL BG 58
GB MZ 38
PT FR 40
AT TR 36
NO DE 194
TH SG 30
NO CL 38
CH PT 73
ES CA 63
DE RO 308
CH PA 55
ES DO 54
NO BE 50
FR NZ 36
JP HU 41
NO RU 94
MQ FR 31
LU EE 30
SK CZ 38
SI HR 36
DE PT 185
GB TT 35
FR GU 28
ZA ZW 35
FR MO 29
SE CZ 45
BE JP 38
CA PH 37
NO GR 31
AU ZA 92
PH VG 28
FR AO 30
ES KY 38
FI DK 43
BE SE 55
RU VG 37
AU ID 31
JP LU 29
ZA MZ 36
NZ GB 58
TR NL 34
BE GR 34
FR LV 31
IN NL 69
JP ZA 48
CH GR 61
NL HR 56
JP PL 55
ES CZ 71
CN SG 60
LU BR 59
AU CH 76
GB BB 29
BM MU 27
JP CZ 58
NL VG 32
ES VE 48
NL CO 64
NL EG 46
IE HK 27
NO CN 135
IL JP 37
DK FR 51
SG NL 53
DK LU 35
GB PG 30
IT SE 44
CH ID 30
CH TR 49
NL PE 53
BM ID 26
BM PH 27
BM IT 57
US KW 43
NO AT 38
NO TH 28
CA MX 117
DE SK 168
IT BM 35
NL LV 41
IT AR 89
JP VN 29
AT FR 60
SI IT 28
SE IT 73
BM EG 28
CH AR 71
CN BM 38
CA PA 48
PT IT 33
BM PA 25
LU US 155
NL IL 56
PT MO 25
IT RS 56
DK US 146
US GT 108
DK IE 31
PL NL 41
KR HK 25
SE KY 26
ES BE 78
NO EG 33
IL RO 26
FR MT 32
IT TW 32
GB GH 30
NO MX 40
KY CY 29
ES HK 41
CH EG 40
LU CY 32
IT HR 55
BE BM 24
IT BE 88
AU NL 95
US AE 117
CA IN 117
BM RU 41
IN US 205
JP SE 50
FR GA 30
US CY 116
QA GB 25
PA SV 23
AU BR 63
BM ES 39
CA ES 57
SA TW 23
FR VG 24
DE IL 76
BM DE 127
FI PL 51
DE HR 114
DK RS 25
ES UY 29
FR BH 26
CA TH 43
JP FI 33
US VE 91
LU JP 27
PL LU 32
PT DE 53
QA BH 22
NO PT 36
KY JP 25
BE TW 27
IT RO 100
CH BS 39
US SV 102
CA DE 161
CA SE 48
HK JP 25
GR RO 24
BM MX 30
NL SI 37
IE BE 52
DK ES 55
NO PH 24
PL RU 56
FR NC 22
JP AR 29
CL BR 33
BE AR 29
CY UA 61
MY MU 26
KW KY 21
SA GB 30
AT MT 21
KW BH 21
BE CN 111
US KE 59
RE FR 30
FI NL 51
FR EE 23
CY DE 37
ES SV 23
NL EE 44
SE TR 28
BM BB 20
FR VE 28
RU CY 57
BM IN 50
DE UA 84
CZ RO 36
US VN 42
CZ DE 48
CO PE 32
CY PL 34
IE SG 22
CH NZ 40
HR RS 37
IE PL 34
SE LV 23
GB MA 29
RU UA 29
FR UA 39
ZA NG 22
IT DK 44
DK CH 39
CH MH 19
DK EE 22
EG LB 19
AR UY 21
HK US 84
EG MT 19
BR KY 38
BM AR 21
DE BG 105
KY NL 40
ID SG 19
FR LT 22
US UY 44
FI JP 21
CA ID 37
GB BW 22
ES MA 43
FR BF 20
FR DO 21
PL TR 26
GB SK 38
GR GB 21
GB LV 20
NL PA 25
BM AT 24
FI FR 42
CH RS 37
AU GH 26
BE SK 33
FI CZ 29
CH PE 42
SG MH 18
SE TW 29
PL CZ 47
LU CA 43
HK PA 18
JP NO 25
GB TN 22
DE PH 56
IT SI 36
NO CY 30
FR MG 22
ES GR 63
US ZW 33
BE CY 37
BS GB 28
TW JP 23
JP AT 37
AT BA 31
TW SG 17
MY ID 18
BE CA 66
ES SG 21
BM DK 21
BE MX 50
ES IN 45
CH CO 48
PL UA 38
SE HU 28
GB RS 18
CH PH 29
IT NO 26
AU CN 72
CH HR 35
DK IT 62
RU GB 26
IN ZA 36
NL PH 44
HK LU 17
KY PA 17
PT GR 17
FR KE 21
ID NL 17
US RS 59
LK MV 17
GR BG 18
GB JM 17
SG VN 18
AU PH 25
AU BE 40
DK CZ 22
US BG 47
LU MX 43
IE MX 28
LU AR 19
IE AR 20
JP PA 21
BE ID 20
BM WS 16
NO PA 16
GB MH 18
GB EE 21
AU MT 22
ZA HK 23
PA CO 26
SA MY 17
DE AR 130
NL GT 20
IE CA 34
AU MN 22
SG PK 20
TR RU 31
RU LU 21
US JO 24
MU GB 19
KZ RU 27
NL VE 38
CA MY 32
JP NZ 25
KR GB 17
SI BA 25
AU CL 29
RU CH 31
TH HK 18
BE DK 32
FI IT 26
DK TR 18
FR CG 20
LU GR 16
IT CZ 59
BM BS 15
SG PA 15
LU TR 19
IN HK 29
GB BG 22
LT RU 20
IE SE 18
IE JP 16
KY MY 18
KY IE 19
IE AT 21
CZ RU 21
US OM 26
FR KW 16
NZ AU 25
GB MO 28
DE CO 58
ES PR 21
IT TR 31
NL MU 31
GB LB 16
NO KR 28
HU CY 19
US JM 51
ES NI 18
DK HU 15
JP VG 16
US DO 63
BM FI 18
IT CA 50
SG KR 17
US SK 70
AR PE 18
FR GF 30
GB AO 15
AE BH 24
ES MU 15
BM IL 15
GB UA 22
NO ID 17
GB PK 22
JP PE 19
CY GB 31
CH MU 23
IE CZ 26
KR US 41
PT CV 18
CH BB 25
US PK 55
JP DK 28
KY IL 14
IE DE 86
CA FI 32
BM NZ 17
BM KR 18
DK AT 30
BM CY 27
MY BM 16
GB UG 15
CN GB 29
LU VG 14
US MO 44
FR BS 16
PL HU 24
PA VG 14
PT LU 28
AE GB 35
DK TW 16
SG NZ 15
BM RO 15
IE CN 22
IT AL 32
IT ZA 51
NL NG 28
BE MY 22
FI HK 14
AT MK 20
FR GT 14
JP TR 22
IE NO 16
FI HU 15
US TT 61
CA ZA 41
GR AL 14
PT GB 47
SA BH 26
BM TR 20
JP LR 14
DK PA 17
US UA 44
FI AT 20
SE CN 48
GB SL 14
SG CA 27
HU RO 35
AU MX 42
IL CY 21
MX AR 14
CH CY 50
DK PT 16
CY NL 41
IL CH 21
IE IL 13
VG CN 96
ES RU 37
ES HU 31
TH VG 13
CN TW 21
IN LK 26
BM BE 26
ES BO 29
SE PT 17
IT FI 20
FI CN 28
GB VN 13
CO GB 16
SG FR 23
US EC 57
FR LR 13
IN ES 32
QA LU 13
AU IT 57
ES BM 17
HK NL 23
TW CN 30
LU FI 15
DK MU 15
MX US 74
HK CY 15
AT IT 60
ZA AU 29
US LR 33
FR MZ 14
NL LT 25
MX CO 19
RU IE 15
GB LT 16
DK JP 21
GR TR 13
BM GR 13
RU AT 19
NO VG 12
DK GR 14
MU SG 12
EE LT 17
IT PT 46
ES SK 15
FI CH 24
CA DK 22
QA FR 13
SG BN 12
GB CI 14
KR BM 12
BR MX 26
SG CH 21
GB TZ 13
IE FI 13
AT AL 16
FR DJ 12
IE BR 21
NO NZ 17
SE MX 28
GB GT 14
VG PH 12
IE DK 18
ZA GH 15
FI DE 99
FI CL 16
IE RU 24
BE UY 14
US MT 39
LU SK 17
CZ PL 30
BE KR 17
LU HR 13
CO CL 15
BM CO 14
PT RO 20
SG LU 12
US MA 42
SE LT 19
CA CN 77
IE TH 12
SG MV 12
SE GR 16
IE BB 13
HK FR 13
FI TH 13
DE NZ 55
DE CL 99
SG SC 12
IT CL 24
SE ZA 22
CA BS 21
AU ES 34
CH UY 19
VG PA 11
BE PE 15
DE AE 57
NG GB 12
PT PL 14
NO MH 12
MY NL 21
VG MO 11
US SI 38
DK CA 25
HR BA 21
RU BY 22
FR ML 12
AE QA 16
HK PH 13
BR CO 22
FI BE 27
US EE 44
IT IN 45
MX ES 19
SG IE 11
NL TN 16
DK LV 11
BM MN 11
PL LT 18
CH SI 19
FR SA 15
DK LT 20
ES CV 15
IN CH 35
MU CN 32
CA GH 14
IL FR 15
CN US 59
FR MD 11
KY RU 16
GY CY 11
SG BR 21
DE LR 14
SG MX 24
BR CL 16
ZA LU 15
FR UY 13
DK MX 15
LU ZA 13
PL RO 26
GR RS 11
IE ZA 15
DE RS 72
AT KY 11
FI ES 30
ES CR 11
GB UY 14
NO HU 13
DE PE 48
GB ZM 11
CA TR 13
SE RO 23
ZA KE 15
LU AU 12
DK RO 20
NZ HK 13
PL GB 20
BR NL 23
BB TT 11
GB OM 16
CA KR 20
LU MU 11
KY BR 24
PT KY 14
ES AO 11
DK VG 13
CA NO 32
AT TH 12
AT DK 20
FR IQ 10
GR LR 10
FI ZA 25
FR GN 12
FR NE 10
HU HR 11
FR LA 10
AR CL 10
CA PE 33
GB KZ 15
CN MO 14
JP PT 17
LB JO 10
LU LV 10
IE KR 10
FR ZM 10
FR LK 14
DE VG 27
BM CZ 11
KY TH 10
BM PE 11
GB SV 11
SE AR 21
FI US 112
NL NZ 30
AU AR 20
GW PT 11
KW NL 12
IN CA 23
NL AE 23
LU RS 10
IT PA 18
CY IE 14
DE PA 33
FR SL 10
FR VN 10
BE RS 13
HU SK 11
SE IL 13
NZ SG 12
NO CZ 11
DK DO 11
DK ZA 19
GB VE 14
KY BB 10
BS PG 10
SE KR 22
BE AU 29
SA LB 15
PA GT 10
IE CO 13
HU RU 17
ZA CA 22
SG LK 10
FR TD 11
CZ NL 16
DE EG 51
BE CL 13
DE MU 23
US LT 33
NL QA 13
US HR 44
DE MT 62
AU CZ 14
BB GB 11
ES EC 17
IE CY 13
TT JM 10
IE CL 10
GB SC 11
CA AR 27
SE CL 13
KR ID 9
IE AU 14
NZ US 38
LU CN 29
SE MT 12
FI CA 21
GB HR 22
BM CL 12
SG RU 9
CY CZ 20
FR VU 9
IE HU 12
KY FR 12
US PG 19
DE ZW 12
DE NG 28
AR PY 9
SE TH 12
ZA ZM 12
DE VE 40
LU SI 9
BE SI 12
AU QA 9
US AO 21
IN CL 9
DE EE 45
VG TH 9
GP MQ 9
ZA NA 14
US LV 26
SA VG 9
ZA KY 11
US LB 33
IL RU 10
JP LK 12
HU GB 15
DE BW 13
IL SG 9
MY BN 9
IT CN 87
US QA 40
AU IL 9
US KN 17
VG MY 11
RU CZ 10
AE LU 10
NO MT 9
CY HU 14
RO MD 12
ES NO 10
SE NZ 14
FR JM 10
PT IE 10
AE VG 10
IL CA 11
JP AE 15
BE IN 42
GB LC 9
IE MY 9
DE GT 28
FR TZ 9
HK MU 9
SE PE 11
BE MU 10
ES RS 15
IL HK 9
PH SG 9
CO PA 15
RU RS 10
KY CH 16
LT LV 9
BB KY 8
FR PR 9
MX SV 9
CH VE 26
KY AR 9
NL BS 13
GB MN 8
IN NP 13
ZA EG 14
AU PL 18
LU KR 9
IT NZ 11
MQ GP 8
CL KY 8
DE SI 65
DK BE 19
MT IT 14
TW NL 23
AT ES 42
AT MY 8
HK KR 11
EE TR 8
IE RO 11
BM MH 8
BE ZA 22
DE NA 8
DK BR 21
NL MA 15
AE LB 10
FR ZW 8
GB DO 12
CH BG 14
FI RO 12
GB CR 11
DK SI 8
DK LK 8
TW TH 8
CO SV 8
AT US 78
RU RO 8
KY PH 9
FR MR 8
JP EG 9
CA BE 34
AT BE 28
ZA PG 8
ES TR 29
RU US 42
DE MA 38
BR UY 11
IT QA 17
NZ BM 8
PA CR 8
FR EC 10
DE MH 9
IT KW 10
SI MK 8
IT MT 14
VG TW 8
DK PE 8
IE PT 9
ES FI 15
DE LT 42
VG RU 16
PA NI 8
BE CD 14
US LK 38
NO PE 9
MY TH 10
ES JP 20
GR FR 8
NL DO 14
RU FI 10
PA PE 8
BH KY 8
PH HK 8
SG ZA 12
CA RU 26
GR NL 10
SE ID 10
IE VG 8
KY PE 8
IL HU 8
KR CN 23
SG MM 8
BR GB 13
FR UG 8
BS IE 7
MX GT 9
BB JM 7
IT ID 7
ES ZA 10
PT ZA 10
GB PR 9
US GH 37
BM AE 7
VG MU 7
LC JM 7
NL CR 9
RU LV 11
ES CU 10
FR BW 7
AU TR 9
KY TR 10
NO LT 13
US BW 26
DK QA 7
SI RU 8
IN SE 14
KR KY 7
DE CR 16
VG BW 7
CH AE 20
CH QA 13
FR TT 7
PL CY 12
BM PL 11
KZ NL 12
SE BR 37
SE IN 39
DE BH 19
CH MT 10
SG IT 16
AU PA 14
US CR 46
NL EC 13
IT TH 12
BR US 50
ZA SG 14
US KZ 24
TR RO 10
CN NL 22
FI IE 11
AT LV 7
FI BM 7
DK LR 7
ZA US 41
AU SE 23
FR CF 7
CH EC 23
NL UY 13
CA AT 13
FR KZ 12
AT NO 12
JP CO 12
ES BS 8
AU NO 10
AT CN 23
IT AO 13
LU UA 7
NO LV 7
HU IT 7
JP IL 9
BM GT 7
DK BG 8
BB IE 7
GB AL 7
DK IL 7
CH MA 20
DK AR 9
BR ES 15
EG LU 7
SG SE 9
KY PL 11
IE TW 7
IE MU 7
MX CL 7
ES TT 7
BE BG 21
GB BN 7
NL AL 13
DK AO 7
BS HK 7
IT MV 14
JP GU 8
GB TG 8
DE SV 12
PL AT 15
AE TW 7
ES PY 8
VG PE 7
HK CA 14
CZ BG 8
PL SK 12
BE IL 12
NL MT 15
TR AZ 7
MX PE 12
DK NZ 7
KY SE 7
AT BR 18
DE DZ 15
GB LR 8
GB SI 13
FI LU 9
RS BA 8
IL IT 10
MX PA 8
CH SK 23
GB SA 15
HR SI 13
BE VG 6
IT CV 10
MU KY 6
GB DZ 10
HU NL 9
SG DE 30
FI KY 6
KR NL 10
LK MU 6
AT FI 9
DE LB 15
KY KR 7
SE LK 6
KW GB 6
NL SV 9
FI PT 11
BM BW 6
AU LK 10
SE EG 6
ES TN 9
IL DE 30
FI PE 6
SG ES 8
CY GR 14
CH LB 8
IT MY 11
MY BH 6
SE MY 9
MT GB 15
AU VU 9
IN JP 16
IE PH 6
MQ RE 6
AE JO 6
DE CY 40
FR AL 7
AU PE 28
ES EG 9
IT SK 21
ZA TZ 7
CH LK 8
KY ES 8
DK KR 6
BM UY 6
TW WS 6
CA MH 11
BB LC 6
PA GB 7
DK BS 6
HK NZ 6
SG DK 7
AR BR 10
BR AT 14
DK GT 6
DK MY 6
ZA NL 26
HK AU 14
BE VN 9
ES QA 6
CA CY 21
VG HT 6
HK BE 8
GB ET 8
ES UA 7
BB GY 6
HU BG 6
LT EE 8
RE MU 6
BE MA 17
HK CH 7
IN UY 6
KY ID 6
IT BG 17
AE US 16
ES SE 20
EE FI 10
GB SN 8
CH TT 7
VG EE 6
SG LA 6
IN BR 11
MH GB 6
NL KW 7
NL KZ 12
SG HU 6
CH TN 8
BE NG 8
GB KW 7
DE LV 36
DK CY 12
NL KE 11
CZ HU 11
US BH 23
RU KZ 15
ZA DE 33
ES DZ 13
VG NL 14
DE JO 11
IT AU 21
LU UY 6
IL BE 9
BG RU 7
IT BS 12
JP VE 13
FI BR 30
IN VG 23
DK EG 9
AT SG 13
PL SE 6
ZA BM 11
SE RS 10
ES DK 14
MT NL 7
DK BH 6
IN PT 11
CN LU 8
CA CO 14
NL PG 7
US BD 6
FI SK 7
ES IL 7
MY MM 6
JP RO 10
TW GB 9
BM DO 6
ES JM 9
DE PK 28
CA MU 11
RU UZ 6
CA DO 11
ID MU 6
NO QA 6
CN ID 9
SG CY 6
ZA IE 10
HK LK 6
IN IE 11
JP MH 6
NZ JP 6
NL MO 6
IL ES 10
AU FI 8
ES PH 5
IN BM 16
LB FR 6
PL DE 40
MA FR 6
QA MU 5
CN PA 6
IT PH 9
KR CH 5
VU PG 5
BM BH 5
AE SA 13
NL BH 6
TH NL 5
NO BH 8
BR LU 8
NL AO 9
AU KR 9
TW KR 6
LB EG 5
NL LK 7
NO MZ 5
BS VG 5
HK ID 5
IT DZ 8
AT EE 9
LU LT 6
KY HU 5
BM LK 5
JP GR 8
EG DZ 5
GP GF 5
BE UA 8
NG GH 5
SE SI 5
EG CY 5
CA HU 22
NO EE 7
KY AU 10
IE MT 5
KY IT 7
CH LT 16
NO TT 6
AE SG 6
IT DO 13
EE SE 5
BS PE 5
SE CY 11
CO BR 7
BE CI 8
AE OM 6
DE SN 7
FR BB 5
DK BJ 5
ZA CH 16
LU MT 5
FR JO 6
KY CL 13
ZA BE 8
IT KR 7
ZA JP 11
GR MT 5
MU SC 5
AT ZA 15
LB SY 6
AU RU 17
FI CO 5
VG IE 6
SE GH 6
BM MT 5
PT CA 7
IN FR 29
NZ FR 7
GB GM 5
DK PH 6
GB MG 5
CA EG 11
BM PT 11
ZA MW 6
UY AR 5
CN AU 24
CZ GB 10
GR LU 5
IN KE 10
DE EC 29
NL LB 8
RU TR 6
BE BS 5
DE KZ 24
TW FR 5
JP SK 9
AT QA 5
IE SK 5
MY PH 5
CH GT 13
FR MN 5
ES MY 7
DK TH 5
TH LA 5
FI RS 5
KY CR 5
AU DK 13
IT PE 15
MY LK 8
FI GR 5
AE HK 6
IN DE 50
BE PA 10
AE EG 10
AU BW 15
FI AR 5
FI MY 5
SE PH 9
IT MK 6
SG MN 5
CH BH 13
MX NI 7
BS KY 5
JP SA 6
GR HK 5
IT CO 14
MX BR 17
VG BS 5
DK GH 5
DE UY 24
VG JP 5
SE BG 6
CO MX 7
NL ET 5
IN ID 6
SA JO 9
BG RO 7
MY TW 5
AE MU 9
CH MO 6
LU GP 5
BM HU 7
IN QA 7
BR BM 8
SG IL 5
BE HR 11
LU CL 5
FI TW 5
IT VE 15
DE SA 26
KW EG 5
CN BR 10
ES MT 6
BM PK 7
MW MU 5
DE AO 8
FI MX 17
KE TZ 5
KR JP 6
DK AU 11
NO MU 5
IE NZ 5
IT TN 11
AE CO 6
CY AT 11
IN LU 7
FR BI 5
CN JP 14
HU CH 6
FI AU 14
CH CR 12
CA NZ 11
SG FI 7
QA SG 5
PT EG 5
ZA AT 10
BW ZW 5
CH NG 10
CY VG 7
NZ NL 10
CO BM 5
CY BG 6
GB NI 4
HK SE 4
QA ID 4
HU MK 4
IL BR 5
PA HN 4
IT MA 10
MH SG 4
GR PL 4
ES TW 5
FR KM 4
MX CR 7
IT EG 17
MX NL 10
IL CZ 6
MX IE 6
AE NL 11
ZA IN 26
JP CY 4
HK IT 8
SE VE 5
SV GT 4
SE CO 7
LU PE 4
GT PA 4
JP BS 6
KY EG 4
FR PG 4
DK SV 4
JP BN 4
RU BE 9
NL OM 6
US AZ 5
LT PL 8
SG PL 8
MY QA 4
NZ BR 4
GB EC 9
FI BG 4
ZA NO 6
SE HR 6
AT AE 8
DK UA 5
SE PA 4
FI UA 6
MA SN 5
BR VG 7
ES TH 7
